creator,creatorLabel,creatorDescription,imagecreator
http://www.wikidata.org/entity/Q932263,Thomas de Keyser,Dutch painter (1596-1667),
http://www.wikidata.org/.well-known/genid/e5c21d486860c216531c0d3dfe33e392,http://www.wikidata.org/.well-known/genid/e5c21d486860c216531c0d3dfe33e392,,
http://www.wikidata.org/entity/Q577974,Johannes Cornelisz Verspronck,Dutch painter (1606–1662),http://commons.wikimedia.org/wiki/Special:FilePath/Portretten%20van%20Cornelis%20Jacobsz.%20Delff%2C%20Gheraert%20Verspronck%20en%20Jan%20Snellinck%2C%20RP-P-1907-4288.jpg
http://www.wikidata.org/entity/Q170339,Lucas Cranach the Younger,German Renaissance artist (1515–1586),http://commons.wikimedia.org/wiki/Special:FilePath/Lucas%20Cranach%20der%20J%C3%BCngere.jpg
http://www.wikidata.org/entity/Q506381,Master of Saint Veronica,German painter (15. century),
http://www.wikidata.org/entity/Q21345114,Jan Denens,"Dutch artist, active 1683",
http://www.wikidata.org/entity/Q205863,Jan Steen,painter from the Northern Netherlands (1626-1679),http://commons.wikimedia.org/wiki/Special:FilePath/1670%20Jan%20Havicksz.%20Steen%20-%20zelfportret.jpg
http://www.wikidata.org/.well-known/genid/681fca0b218b97ebb370397fcb003987,http://www.wikidata.org/.well-known/genid/681fca0b218b97ebb370397fcb003987,,
http://www.wikidata.org/entity/Q675272,Hans Leonhard Schäufelein,German artist (1480-1540),http://commons.wikimedia.org/wiki/Special:FilePath/Hans%20Sch%C3%A4ufelein%20-%20Bildnis%20eines%20Mannes%2C%20evt.%20Selbstportr%C3%A4t.jpg
http://www.wikidata.org/.well-known/genid/674862444a8f842680f9e078fe37358b,http://www.wikidata.org/.well-known/genid/674862444a8f842680f9e078fe37358b,,
http://www.wikidata.org/entity/Q213612,Jacob van Ruisdael,Dutch painter and engraver (1628-1682),
http://www.wikidata.org/entity/Q3382678,Pier Francesco Fiorentino,Italian painter (1444-1497),http://commons.wikimedia.org/wiki/Special:FilePath/Madonna%20in%20trono%20col%20Bambino%20e%20santi%20di%20Pier%20Francesco%20Fiorentino%2C%201494.jpg
http://www.wikidata.org/entity/Q1029143,Jacob Cornelisz van Oostsanen,Dutch painter and designer of woodcuts (before 1470-1533),http://commons.wikimedia.org/wiki/Special:FilePath/ZelfportretJacobCornelisz.jpg
http://www.wikidata.org/entity/Q541644,Joachim Wtewael,Dutch painter and draughtsman (1566–1638),http://commons.wikimedia.org/wiki/Special:FilePath/Joachim%20Wtewael%20-%20Self-portrait%20detail.jpg
http://www.wikidata.org/entity/Q318769,Francesco Guardi,Italian painter (1712-1793),http://commons.wikimedia.org/wiki/Special:FilePath/Ca%27%20Rezzonico%20-%20Ritratto%20di%20Francesco%20Guardi%201764%20-%20Pietro%20Longhi.jpg
http://www.wikidata.org/entity/Q164688,Bernardo Bellotto,Italian artist (1722–1780),http://commons.wikimedia.org/wiki/Special:FilePath/Bernardo%20Bellotto.jpg
http://www.wikidata.org/entity/Q134741,Camille Pissarro,Danish-French painter (1830-1903),http://commons.wikimedia.org/wiki/Special:FilePath/Pissarro-portrait-c1900.jpg
http://www.wikidata.org/entity/Q165367,Hendrik Goltzius,"German-born Dutch printmaker, draftsman and painter (1558–1617)",http://commons.wikimedia.org/wiki/Special:FilePath/Hendrick%20Goltzius%20-%20Self-Portrait%2C%20c.%201593-1594%20-%20Google%20Art%20Project.jpg
http://www.wikidata.org/entity/Q982011,Giambattista Pittoni,Italian Old Master painter (1687-1767),http://commons.wikimedia.org/wiki/Special:FilePath/Giambattista%20Pittoni%2C%20portrait%20from%20Longhi%201762%2C%20cropped.jpg
http://www.wikidata.org/entity/Q335927,Gerrit Dou,Dutch painter (1613-1675),http://commons.wikimedia.org/wiki/Special:FilePath/G%C3%A9rard%20Dou.jpg
http://www.wikidata.org/entity/Q335927,Gerrit Dou,Dutch painter (1613-1675),http://commons.wikimedia.org/wiki/Special:FilePath/Gerrit%20Dou%20selfport%20-%20cropped%20and%20downsized.jpg
http://www.wikidata.org/entity/Q447058,Pietro Longhi,Italian painter (1701-1785),http://commons.wikimedia.org/wiki/Special:FilePath/PetrusLonghiALonghi.JPG
http://www.wikidata.org/entity/Q37693,Paul Gauguin,French painter and printmaker (1848–1903),http://commons.wikimedia.org/wiki/Special:FilePath/Paul%20Gauguin%201891.png
http://www.wikidata.org/entity/Q29231,Frans Snyders,Flemish painter (1579–1657),http://commons.wikimedia.org/wiki/Special:FilePath/Frans%20Snyders%20-%20Van%20Dyck%20c.%201620.jpg
http://www.wikidata.org/entity/Q334946,Pierre-Henri de Valenciennes,French painter (1750-1819),http://commons.wikimedia.org/wiki/Special:FilePath/Pierre-Henri%20de%20Valenciennes%20-%20Autoportrait.jpg
http://www.wikidata.org/entity/Q711737,Nicolaes Pieterszoon Berchem,Dutch painter (1622–1683),http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20Nicolaes%20Berchem%20by%20Jan%20Stolker.jpg
http://www.wikidata.org/entity/Q41406,Edvard Munch,Norwegian painter (1863–1944),http://commons.wikimedia.org/wiki/Special:FilePath/Edvard%20Munch%201933-2.jpg
http://www.wikidata.org/entity/Q154260,Oskar Kokoschka,"Austrian dramatic, painter and writer (1886–1980)",http://commons.wikimedia.org/wiki/Special:FilePath/Oskar%20Kokoschka%20by%20Hugo%20Erfurth%201919.jpg
http://www.wikidata.org/entity/Q148475,Jean-Baptiste Camille Corot,French landscape and portrait painter and printmaker in etching (1796-1875),http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Baptiste-Camille%20Corot%20c1850.png
http://www.wikidata.org/entity/Q19798541,Petrus Marius Molijn,"Dutch painter, etcher and lithographer (1819-1849)",http://commons.wikimedia.org/wiki/Special:FilePath/Petrus%20Marius%20Molijn%20-%20Self%20portrait.png
http://www.wikidata.org/entity/Q2525549,Jacopo da Sellaio,Italian painter from the early Renaissance (1442-1493),http://commons.wikimedia.org/wiki/Special:FilePath/Jacopo%20del%20Sellaio%20006.jpg
http://www.wikidata.org/entity/Q548205,Hubert Robert,French painter (1733-1808),http://commons.wikimedia.org/wiki/Special:FilePath/%C3%89lisabeth-Louise%20Vig%C3%A9e-Le%20Brun%20-%20Hubert%20Robert%20%281788%29.jpg
http://www.wikidata.org/entity/Q21403093,Master of the Münster Death of Saint Nicholas,Lower Rhine painter,
http://www.wikidata.org/entity/Q247005,Salomon van Ruysdael,painter from the Northern Netherlands (c.1602-1670),
http://www.wikidata.org/entity/Q270658,Jacob Jordaens,"Flemish painter, draftsman and designer of prints and tapestries (1593-1678)",http://commons.wikimedia.org/wiki/Special:FilePath/Jacob%20Jordaens%20-%20Zelfportret%20-%20Autoportrait%20-%20Fonds%20Generet%20-%20Koning%20Boudewijnstichting%20-%20Fondation%20Roi%20Baudouin.jpg
http://www.wikidata.org/entity/Q180932,François Boucher,French painter (1703–1770),http://commons.wikimedia.org/wiki/Special:FilePath/Boucher%20par%20Gustav%20Lundberg%201741.jpg
http://www.wikidata.org/entity/Q18325440,Jan Josef Horemans the Younger,Flemish painter (1714-1790),http://commons.wikimedia.org/wiki/Special:FilePath/Jan%20Josef%20Horemans%20%28II%29%20-%20The%20smoking%20prohibition.jpg
http://www.wikidata.org/entity/Q167654,Frans Hals,Dutch painter (1580—1666),http://commons.wikimedia.org/wiki/Special:FilePath/Frans%20Hals%20%281582-83%E2%80%931666%29%20MET%20DP251935.jpg
http://www.wikidata.org/entity/Q454678,Bernard van Orley,"Flemish draughtsman, painter (c.1488-1541)",http://commons.wikimedia.org/wiki/Special:FilePath/Bernard%20van%20Orley%20-%20Self-portrait%20on%20Exterior%20Panel%20of%20Triptych%20of%20Virtue%20of%20Patience.jpg
http://www.wikidata.org/entity/Q123757,Jean-Étienne Liotard,Genevan painter (1702–1789),http://commons.wikimedia.org/wiki/Special:FilePath/Jean-%C3%89tienne%20Liotard%20005.jpg
http://www.wikidata.org/entity/Q123757,Jean-Étienne Liotard,Genevan painter (1702–1789),http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Etienne%20Liotard%2001.jpg
http://www.wikidata.org/entity/Q461271,Wilhelm Trübner,German artist (1851-1917),http://commons.wikimedia.org/wiki/Special:FilePath/Wilhelm%20Tr%C3%BCbner%20Selbstbildnis%20mit%20Hut.jpg
http://www.wikidata.org/entity/Q3785502,Hieronymous Francken II,Flemish Baroque painter (1578-1623),
http://www.wikidata.org/.well-known/genid/efa6dc332644bbd3d75d68678906a66f,http://www.wikidata.org/.well-known/genid/efa6dc332644bbd3d75d68678906a66f,,
http://www.wikidata.org/entity/Q442491,Joachim Patinir,Flemish painter (1480-1524),http://commons.wikimedia.org/wiki/Special:FilePath/Joachim%20Patinir%20by%20Aegidius%20Sadeler%20II.jpg
http://www.wikidata.org/entity/Q7028958,Nicola Bertucci,Italian painter (1710-1777),
http://www.wikidata.org/entity/Q158255,Lyonel Feininger,German-American painter (1871–1956),http://commons.wikimedia.org/wiki/Special:FilePath/Lyonel%20Feininger%20by%20Hugo%20Erfurth%201941.jpg
http://www.wikidata.org/entity/Q142710,Roelant Savery,Flemish painter and printmaker (1576-1639),http://commons.wikimedia.org/wiki/Special:FilePath/Joannes%20Meyssens%2C%20Adam%20Willaerts%20%28after%29%20-%20Portrait%20of%20Roelant%20Savery.jpg
http://www.wikidata.org/entity/Q495110,Andrea Solari,Italian painter (1460-1524),
http://www.wikidata.org/entity/Q26408,Pierre Bonnard,French painter and printmaker (1867-1947),http://commons.wikimedia.org/wiki/Special:FilePath/Self-portrait-1889.jpg
http://www.wikidata.org/entity/Q23380,Jean-Auguste-Dominique Ingres,French painter (1780–1867),http://commons.wikimedia.org/wiki/Special:FilePath/Ingres%2C%20Self-portrait.jpg
http://www.wikidata.org/entity/Q711203,Emanuel de Witte,Dutch painter (1617-1692),http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20Emanuel%20de%20Witte%20by%20Jan%20Stolker.jpg
http://www.wikidata.org/entity/Q104884,Caspar David Friedrich,German Romantic landscape painter (1774–1840),http://commons.wikimedia.org/wiki/Special:FilePath/Caspar%20David%20Friedrich%2C%20Selvportr%C3%A6t%2C%201800%2C%20KKSgb5006%2C%20Statens%20Museum%20for%20Kunst.jpg
http://www.wikidata.org/entity/Q516941,Alessandro Magnasco,Italian painter (1667-1749),http://commons.wikimedia.org/wiki/Special:FilePath/Self-Portrait%2C%20by%20Alessandro%20Magnasco%2C%20called%20il%20Lissandrino%20%28Genoa%201667-1749%29.jpg
http://www.wikidata.org/entity/Q352438,Adriaen van Ostade,Dutch painter (1610–1685),http://commons.wikimedia.org/wiki/Special:FilePath/Frans%20Hals%2C%20Adriaen%20van%20Ostade%2C%20c.%201645%20alt.%201648.jpg
http://www.wikidata.org/entity/Q304411,Melchior d'Hondecoeter,painter and engraver from the Northern Netherlands (1636-1695),http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20Melchior%20d%27Hondecoeter%20001.jpg
http://www.wikidata.org/entity/Q1237823,Hendrik Martenszoon Sorgh,Dutch painter (1610-1670),http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20Hendrick%20Martensz.%20Sorgh%20001.jpg
http://www.wikidata.org/entity/Q2750990,Jan van Ravenswaay,landscape painter from the Northern Netherlands (1789-1869),http://commons.wikimedia.org/wiki/Special:FilePath/Zelfportret%20van%20Jan%20van%20Ravenswaay%2C%20RP-T-1940-362.jpg
http://www.wikidata.org/entity/Q2834524,Alexis Grimou,French painter (1678-1733),http://commons.wikimedia.org/wiki/Special:FilePath/Autoportrait%201728%20%28Dijon%2C%20mus%C3%A9e%20Magnin%29.jpg
http://www.wikidata.org/entity/Q255828,Pieter Brueghel the Younger,Flemish painter (1564–1636),http://commons.wikimedia.org/wiki/Special:FilePath/Van%20Dyck%20Pieter%20Brueghel%20the%20Younger.jpg
http://www.wikidata.org/.well-known/genid/561060ea5dcfc35c8f33118825351f75,http://www.wikidata.org/.well-known/genid/561060ea5dcfc35c8f33118825351f75,,
http://www.wikidata.org/entity/Q335022,David Teniers the Younger,Flemish Baroque painter (1610–1690),http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20David%20Teniers.jpg
http://www.wikidata.org/entity/Q808081,Barend Cornelis Koekkoek,painter from the Northern Netherlands (1803-1862),http://commons.wikimedia.org/wiki/Special:FilePath/Zelfportret%20met%20baret%2C%20RP-T-1907-15.jpg
http://www.wikidata.org/entity/Q500379,Andreas Schelfhout,"Dutch painter, etcher and lithographer (1787-1870)",http://commons.wikimedia.org/wiki/Special:FilePath/Andreas%20Schelfhout%2C%20after%20Eug%C3%A8ne%20Joseph%20Verboeckhoeven.jpg
http://www.wikidata.org/entity/Q1873074,Lucas Gassel,painter (c.1500-c.1568),http://commons.wikimedia.org/wiki/Special:FilePath/Lucas%20Gassel%20by%20Jan%20Wierix%20%28attr.%29%2C%201572.jpg
http://www.wikidata.org/entity/Q1918711,Master of the View of Saint Gudula,Early Netherlandish painter (1480-1499),http://commons.wikimedia.org/wiki/Special:FilePath/Master%20of%20the%20View%20of%20Saint%20Gudula%20-%20The%20Preaching%20of%20Saint%20Gaugericus.JPG
http://www.wikidata.org/entity/Q18608186,Harmen Willems Wieringa,Dutch painter,
http://www.wikidata.org/entity/Q454892,Francesco del Cossa,Italian painter (1436-1477),
http://www.wikidata.org/.well-known/genid/370e3cccef894feb957c58c7fe67a602,http://www.wikidata.org/.well-known/genid/370e3cccef894feb957c58c7fe67a602,,
http://www.wikidata.org/entity/Q330848,Abraham van Beijeren,Dutch painter (c.1620-1690),http://commons.wikimedia.org/wiki/Special:FilePath/Abraham%20van%20Beyeren%20-%20reflected%20self-portrait%20%28cropped%29.jpg
http://www.wikidata.org/entity/Q1983347,Matthias Withoos,painter from the Northern Netherlands (1627-1703),
http://www.wikidata.org/entity/Q1912387,Joris van der Haagen,Dutch painter (1615-1669),http://commons.wikimedia.org/wiki/Special:FilePath/Beaux-Arts%20de%20Carcassonne%20-%20Environs%20d%27Arnhem%20-%20Joris%20van%20der%20Haagen.jpg
http://www.wikidata.org/entity/Q663795,Willem van Nieulandt II,"Flemish painter, engraver, poet and playwright",http://commons.wikimedia.org/wiki/Special:FilePath/Guillaume%20de%20Nieulant%20%28BM%201872%2C1012.4084%29.jpg
http://www.wikidata.org/.well-known/genid/299f2bf2c48e909403814b40b7a6190b,http://www.wikidata.org/.well-known/genid/299f2bf2c48e909403814b40b7a6190b,,
http://www.wikidata.org/entity/Q1390417,Gijsbrecht Leytens,Flemish landscape painter (1586-1656),http://commons.wikimedia.org/wiki/Special:FilePath/Gijsbrecht%20Leytens%20-%20A%20winter%20landscape%20with%20a%20woodsman%20and%20travellers.jpg
http://www.wikidata.org/.well-known/genid/8509fa77d2a007530a0d60ed520e4f90,http://www.wikidata.org/.well-known/genid/8509fa77d2a007530a0d60ed520e4f90,,
http://www.wikidata.org/entity/Q863953,Simon Luttichuys,painter from the Northern Netherlands (1610-1661),http://commons.wikimedia.org/wiki/Special:FilePath/Simon%20Luttichuijs%20-%20Still%20Life%20with%20a%20Skull%20-%20WGA13795.jpg
http://www.wikidata.org/entity/Q18516533,Gerrit van Vucht,Dutch painter (1610-1697),
http://www.wikidata.org/entity/Q310025,Théodore Rousseau,French painter (1812–1867),http://commons.wikimedia.org/wiki/Special:FilePath/Theodore%20Rousseau.jpg
http://www.wikidata.org/.well-known/genid/2ff463a0bfce795dc998601513a2a9cb,http://www.wikidata.org/.well-known/genid/2ff463a0bfce795dc998601513a2a9cb,,
http://www.wikidata.org/entity/Q2244948,Johannes Warnardus Bilders,painter from the Northern Netherlands (1811-1890),http://commons.wikimedia.org/wiki/Special:FilePath/Johannes%20Warnardus%20Bilders%20%281811-1890%29.jpg
http://www.wikidata.org/entity/Q7790566,Thomas Heeremans,Dutch painter (1641-1694),http://commons.wikimedia.org/wiki/Special:FilePath/Thomas%20Heeremans%20-%20Skaters%20on%20the%20ice%20outside%20the%20gates%20of%20a%20Dutch%20city.jpg
http://www.wikidata.org/entity/Q567523,Jerg Ratgeb,German painter (c. 1480–1526),
http://www.wikidata.org/entity/Q73889,Jan Polack,Polish artist (1435-1519),http://commons.wikimedia.org/wiki/Special:FilePath/Jan%20Polack%20-%20Bildnis%20eines%20jungen%20Mannes%20%28Selbstbildnis%29%20-%20G%20277%20-%20Lenbachhaus.jpg
http://www.wikidata.org/entity/Q2677040,Louis Van Kuyck,Belgian painter (1821-1871),http://commons.wikimedia.org/wiki/Special:FilePath/Portret%20van%20de%20schilder%20Jean-Louis%20van%20Kuyck%2C%20halffiguur%20L%27Ecole%20d%27Anvers.%20Portraits%20Biographies%20Cartes%20de%20Visite.%20Collection%20Dupont.%20%28serietitel%29%2C%20RP-F-00-1316.jpg
http://www.wikidata.org/entity/Q1880278,Nicolaes Molenaer,Dutch painter in the Golden Age (c.1620-1676),http://commons.wikimedia.org/wiki/Special:FilePath/Molenaer%20Winter%20landscape.jpg
http://www.wikidata.org/entity/Q970752,Pieter de Neyn,Dutch painter (1597-1639),http://commons.wikimedia.org/wiki/Special:FilePath/Het%20beleg%20van%20%27s-Hertogenbosch%20door%20Frederik%20Hendrik%2C%201629%20%28Pieter%20de%20Neyn%2C%201639%29.jpg
http://www.wikidata.org/.well-known/genid/154f3895f6b093b15a4f78a7a80ad637,http://www.wikidata.org/.well-known/genid/154f3895f6b093b15a4f78a7a80ad637,,
http://www.wikidata.org/entity/Q166379,Philips Koninck,painter from the Northern Netherlands (1619–1688),http://commons.wikimedia.org/wiki/Special:FilePath/Philips%20Koninck%20-%20Self%20Portrait%20-%20Uffizi%20Gallery.jpg
http://www.wikidata.org/entity/Q6216996,Johannes Spilberg,Dutch painter (1619-1690),
http://www.wikidata.org/entity/Q759588,Jan Miense Molenaer,painter from the Northern Netherlands (1610–1668),http://commons.wikimedia.org/wiki/Special:FilePath/Jan%20Miense%20Molenaer%20-%20self%20portrait%201640.jpg
http://www.wikidata.org/entity/Q27078453,Jean George Christian Coclers,,
http://www.wikidata.org/entity/Q2086528,Philip van Dijk,Dutch painter (1683-1753),http://commons.wikimedia.org/wiki/Special:FilePath/Philip%20van%20Dijk%20door%20Hendrik%20Pothoven.jpg
http://www.wikidata.org/.well-known/genid/448e3b7b6584e37520816a2a87cc9eb1,http://www.wikidata.org/.well-known/genid/448e3b7b6584e37520816a2a87cc9eb1,,
http://www.wikidata.org/entity/Q944834,Jan Vermeer van Haarlem,Dutch landscape painter (1656-1705),http://commons.wikimedia.org/wiki/Special:FilePath/Portret%20van%20Johannes%20van%20der%20Meer%20de%20Jonge%2C%20RP-T-1940-80.jpg
http://www.wikidata.org/.well-known/genid/01ebcc1c6517c116c947d0f765d7da0f,http://www.wikidata.org/.well-known/genid/01ebcc1c6517c116c947d0f765d7da0f,,
http://www.wikidata.org/entity/Q552910,Benjamin Gerritsz Cuyp,Dutch painter (1612-1652),http://commons.wikimedia.org/wiki/Special:FilePath/Benjamin%20Gerritsz%20Cuyp%20-%20Adoration%20of%20Shepherds.jpg
http://www.wikidata.org/.well-known/genid/11a409352f7dfd8392ed41fa5de8896d,http://www.wikidata.org/.well-known/genid/11a409352f7dfd8392ed41fa5de8896d,,
http://www.wikidata.org/.well-known/genid/3f8895108a74888e4c31ff4e08119386,http://www.wikidata.org/.well-known/genid/3f8895108a74888e4c31ff4e08119386,,
http://www.wikidata.org/entity/Q282708,Jan van Scorel,painter from the Northern Netherlands (1495–1562),http://commons.wikimedia.org/wiki/Special:FilePath/Antonis%20Mor%20-%20Jan%20van%20Scorel%20%281495%E2%80%931562%29%2C%201559-1560%2C%20LDSAL%20338%3B%20Scharf%20XXXVIII.jpg
